,embed,bias
4456, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4457, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4458, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4459, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4460, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4461, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4462, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4463, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4464, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4465, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,1.0
4466, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative todd rokita ,0.0
4467, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep dennis a ross ,0.0
4468, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep dennis a ross ,0.0
4469, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep dennis a ross ,0.0
4470, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep dennis a ross ,0.0
4471, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep dennis a ross ,1.0
4472, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep dennis a ross ,0.0
4473, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep dennis a ross ,0.0
4474, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrep dennis a ross ,1.0
4475, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbysenator marco rubio ,0.0
4476, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom rice ,0.0
4477, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom rice ,0.0
4478, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom rice ,0.0
4479, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom rice ,0.0
4480, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom rice ,0.0
4481, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom rice ,0.0
4482, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom rice ,0.0
4483, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman tom rice ,0.0
4484, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman keith rothfus ,0.0
4485, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman keith rothfus ,0.0
4486, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman keith rothfus ,0.0
4487, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman keith rothfus ,0.0
4488, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman keith rothfus ,0.0
4489, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman keith rothfus ,0.0
4490, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman keith rothfus ,0.0
4491, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman keith rothfus ,0.0
4492, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman keith rothfus ,0.0
4493, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman keith rothfus ,0.0
